Latitude,Longitude,Date,HLS_Tile,HLSL30_020_B01,HLSL30_020_B02,HLSL30_020_B03,HLSL30_020_B04,HLSL30_020_B05,HLSL30_020_B06,HLSL30_020_B07,HLSL30_020_B09,HLSL30_020_B10,HLSL30_020_B11,HLSL30_020_Fmask,HLSL30_020_Fmask_bitmask,HLSL30_020_Fmask_Aerosol_level,HLSL30_020_Fmask_Aerosol_level_Description,HLSL30_020_Fmask_Water,HLSL30_020_Fmask_Water_Description,HLSL30_020_Fmask_Snow/ice,HLSL30_020_Fmask_Snow/ice_Description,HLSL30_020_Fmask_Cloud_shadow,HLSL30_020_Fmask_Cloud_shadow_Description,HLSL30_020_Fmask_Adjacent_to_cloud/shadow,HLSL30_020_Fmask_Adjacent_to_cloud/shadow_Description,HLSL30_020_Fmask_Cloud,HLSL30_020_Fmask_Cloud_Description,"HLSL30_020_Fmask_Cirrus_/_Reserved,_but_not_used","HLSL30_020_Fmask_Cirrus_/_Reserved,_but_not_used_Description"
25.192798,-80.655441,2023-04-17,17RNH,0.0093,0.027,0.0703,0.0581,0.2242,0.1122,0.0663,0.0032,19.36,16.71,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.192798,-80.655441,2023-04-25,17RNH,0.4955,0.4913,0.4909,0.4807,0.5155,0.3869,0.3129,0.0259,-8.05,-8.46,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-03-08,17RNH,0.0101,0.0192,0.0486,0.0316,0.2876,0.1272,0.0555,0.0007,25.79,23.64,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-03-24,17RNH,0.0122,0.0196,0.0518,0.0354,0.2886,0.1412,0.064,0.0012,24.57,22.67,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-04-01,17RNH,0.0104,0.021,0.0536,0.0391,0.2813,0.143,0.0659,0.0002,24.91,23.02,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-04-09,17RNH,-0.0034,0.009,0.0508,0.0354,0.3222,0.1799,0.0819,0.0008,23.49,20.43,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-04-17,17RNH,0.012,0.0229,0.0629,0.0464,0.2986,0.1574,0.0765,0.0016,22.99,21.04,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-04-25,17RNH,0.5104,0.5116,0.5105,0.4962,0.5254,0.3965,0.3187,0.0243,-8.41,-8.46,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-03-08,17RNH,0.0073,0.0179,0.0457,0.0365,0.2262,0.1116,0.0518,0.0011,25.65,23.51,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-03-24,17RNH,0.0099,0.0181,0.05,0.0387,0.2484,0.1223,0.0563,0.0008,25.31,23.17,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-04-01,17RNH,0.0094,0.0195,0.0499,0.0394,0.2528,0.1235,0.0575,0.0007,25.26,23.15,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-04-09,17RNH,0.0114,0.021,0.0565,0.0461,0.2796,0.1452,0.0663,0.0009,25.29,21.67,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-04-17,17RNH,0.0143,0.0366,0.0838,0.0715,0.2773,0.1561,0.0925,0.0035,16.68,14.42,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-04-25,17RNH,0.4226,0.4264,0.4267,0.4169,0.4671,0.358,0.2991,0.0255,-8.11,-8.25,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-03-08,17RNH,0.0056,0.0161,0.0462,0.0335,0.2462,0.1,0.0436,0.0009,25.6,23.62,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-03-24,17RNH,0.0057,0.0159,0.0472,0.0341,0.263,0.1054,0.0456,0.001,24.82,22.89,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-04-01,17RNH,0.0056,0.0156,0.0465,0.0354,0.2563,0.1076,0.0463,0.0009,25.17,23.0,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-04-09,17RNH,0.008,0.0164,0.0481,0.0352,0.2551,0.1084,0.0472,0.0008,24.85,21.88,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-04-17,17RNH,0.0109,0.0284,0.0721,0.0592,0.275,0.1296,0.0712,0.0023,20.72,18.05,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-04-25,17RNH,0.4936,0.4885,0.4894,0.4802,0.5187,0.3967,0.3343,0.0279,-7.65,-8.43,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-03-08,17RNH,0.0057,0.0164,0.0466,0.0336,0.2525,0.0952,0.0412,0.0011,25.44,23.34,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-03-24,17RNH,0.006,0.0146,0.0474,0.0337,0.2724,0.1019,0.0442,0.0014,24.49,22.73,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-04-01,17RNH,0.0046,0.0155,0.0469,0.034,0.2645,0.1046,0.0448,0.0013,25.05,22.96,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-04-09,17RNH,0.0043,0.0144,0.0494,0.0363,0.2973,0.1201,0.0511,0.0007,23.52,20.4,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-04-17,17RNH,0.0,0.0043,0.0237,0.0075,0.1501,0.0476,0.0229,0.0013,23.12,20.86,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-04-25,17RNH,0.5424,0.5444,0.5263,0.5164,0.546,0.4107,0.3361,0.0274,-8.27,-8.65,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.197362,-80.633879,2023-03-08,17RNH,0.0008,0.0121,0.0453,0.0258,0.3016,0.0864,0.0318,0.0006,25.45,23.62,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.197362,-80.633879,2023-03-24,17RNH,-0.0376,-0.0004,0.139,0.1213,0.296,0.1966,0.1621,0.0016,19.72,18.99,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.197362,-80.633879,2023-04-01,17RNH,0.0049,0.0081,0.0281,0.0091,0.1927,0.0466,0.0182,0.0013,24.55,22.6,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.197362,-80.633879,2023-04-09,17RNH,-0.0206,-0.0164,-0.0029,-0.0102,0.0485,0.0087,0.003,0.0009,21.87,19.28,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.197362,-80.633879,2023-04-17,17RNH,-0.003,0.0183,0.0325,0.008,0.3626,0.0893,0.0339,0.0008,21.84,20.01,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.197362,-80.633879,2023-04-25,17RNH,0.5954,0.5953,0.5774,0.5665,0.5829,0.4311,0.3509,0.0264,-7.93,-8.09,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.197492,-80.636139,2023-03-08,17RNH,-0.0009,0.0111,0.0467,0.0262,0.278,0.0794,0.0291,0.001,25.92,23.99,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.197492,-80.636139,2023-03-24,17RNH,-0.0167,-0.0037,0.0528,0.0268,0.3185,0.0939,0.0386,0.0016,22.48,21.15,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.197492,-80.636139,2023-04-01,17RNH,0.0018,0.0117,0.051,0.0283,0.3059,0.0917,0.0328,0.0007,25.0,23.04,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.197492,-80.636139,2023-04-09,17RNH,-0.0084,-0.0064,0.0032,-0.0048,0.0428,0.0085,0.0031,0.0009,22.18,19.6,136.0,0b10001000,0b10,Moderate aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.197492,-80.636139,2023-04-17,17RNH,0.2483,0.2895,0.311,0.3032,0.414,0.3302,0.2785,0.0012,19.6,18.27,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.197492,-80.636139,2023-04-25,17RNH,0.584,0.5868,0.5653,0.5538,0.5741,0.4311,0.3539,0.0323,-7.4,-8.54,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.200666,-80.680929,2023-03-08,17RNH,0.014,0.0211,0.0417,0.0362,0.2065,0.1222,0.0609,0.0008,26.26,23.91,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.200666,-80.680929,2023-03-24,17RNH,0.0199,0.024,0.0448,0.0364,0.242,0.142,0.0684,0.0009,25.42,23.29,140.0,0b10001100,0b10,Moderate aerosol,0b0,No,0b0,No,0b1,Yes,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.200666,-80.680929,2023-04-01,17RNH,0.0167,0.0245,0.0501,0.0439,0.2476,0.1503,0.0723,0.0008,25.71,23.31,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.200666,-80.680929,2023-04-09,17RNH,0.4179,0.4203,0.4469,0.4463,0.52,0.416,0.3095,0.0012,15.73,14.21,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.200666,-80.680929,2023-04-17,17RNH,0.0267,0.0482,0.0876,0.0815,0.2623,0.1607,0.102,0.0045,15.07,12.44,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.200666,-80.680929,2023-04-25,17RNH,0.3722,0.3724,0.3706,0.3687,0.4385,0.3473,0.2997,0.0327,-7.19,-8.6,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.201407,-80.659425,2023-03-08,17RNH,0.0084,0.0183,0.0479,0.0359,0.2704,0.1261,0.0558,0.0009,25.97,23.58,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.201407,-80.659425,2023-03-24,17RNH,0.0155,0.0225,0.0539,0.0402,0.2928,0.136,0.0624,0.001,25.09,23.09,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.201407,-80.659425,2023-04-01,17RNH,0.0092,0.0192,0.051,0.0416,0.2824,0.1371,0.0619,0.0006,25.12,22.99,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.201407,-80.659425,2023-04-09,17RNH,0.0116,0.0216,0.0567,0.0419,0.3261,0.1508,0.0644,0.0013,24.34,21.32,204.0,0b11001100,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.201407,-80.659425,2023-04-17,17RNH,0.0068,0.0299,0.0839,0.0764,0.2027,0.1298,0.0898,0.0036,17.0,14.35,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.201407,-80.659425,2023-04-25,17RNH,0.4745,0.4722,0.4701,0.4612,0.5036,0.3822,0.3285,0.0226,-7.62,-7.66,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.202521,-80.627078,2023-03-08,17RNH,-0.001,0.0105,0.0401,0.0273,0.1925,0.0641,0.0254,0.0008,25.24,23.15,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.202521,-80.627078,2023-03-24,17RNH,0.6333,0.6389,0.6563,0.6572,0.6742,0.5088,0.3375,0.0014,15.24,15.12,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.202521,-80.627078,2023-04-01,17RNH,-0.0108,0.0,0.0256,0.0151,0.1013,0.0427,0.0225,0.001,23.79,21.95,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.202521,-80.627078,2023-04-09,17RNH,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,255.0,0b11111111,0b11,High aerosol,0b1,Yes,0b1,Yes,0b1,Yes,0b1,Yes,0b1,Yes,0b1,"Reserved, but not used"
25.202521,-80.627078,2023-04-17,17RNH,0.0044,0.0109,0.0393,0.0206,0.2124,0.0682,0.0252,0.0013,23.21,21.41,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.202521,-80.627078,2023-04-25,17RNH,0.6347,0.6388,0.6104,0.6032,0.6136,0.4251,0.3187,0.0242,-8.11,-8.17,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.20352,-80.6532,2023-03-08,17RNH,0.0043,0.0147,0.0416,0.0304,0.2421,0.0912,0.0398,0.0011,25.04,23.02,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.20352,-80.6532,2023-03-24,17RNH,0.0054,0.0147,0.0447,0.0309,0.2773,0.0995,0.0414,0.0012,23.87,22.13,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.20352,-80.6532,2023-04-01,17RNH,0.0056,0.0152,0.0446,0.0312,0.2708,0.0993,0.0423,0.0012,24.43,22.55,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.20352,-80.6532,2023-04-09,17RNH,0.0069,0.0151,0.0466,0.0322,0.2928,0.1103,0.0448,0.001,24.52,21.49,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.20352,-80.6532,2023-04-17,17RNH,0.0209,0.0312,0.0663,0.0505,0.3112,0.1291,0.0687,0.0022,20.61,18.11,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.20352,-80.6532,2023-04-25,17RNH,0.4626,0.4622,0.4564,0.4492,0.495,0.379,0.3184,0.0233,-7.3,-7.81,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.203601,-80.667223,2023-03-08,17RNH,0.0077,0.0158,0.0426,0.0348,0.2168,0.1111,0.0502,0.001,25.81,23.61,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.203601,-80.667223,2023-03-24,17RNH,0.0085,0.0167,0.0456,0.0362,0.237,0.1227,0.0548,0.0008,25.06,22.94,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.203601,-80.667223,2023-04-01,17RNH,0.0078,0.0169,0.0463,0.0373,0.2361,0.1243,0.0558,0.0009,25.0,22.99,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.203601,-80.667223,2023-04-09,17RNH,-0.0021,0.0097,0.0571,0.0469,0.2822,0.1593,0.0795,0.0011,21.51,19.05,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.203601,-80.667223,2023-04-17,17RNH,0.0198,0.0403,0.0846,0.0742,0.2823,0.1573,0.0942,0.0034,17.24,14.7,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.203601,-80.667223,2023-04-25,17RNH,0.465,0.4624,0.4641,0.4555,0.5054,0.4008,0.3413,0.0349,-8.8,-9.37,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.206824,-80.662393,2023-03-08,17RNH,0.0075,0.0164,0.0457,0.0332,0.2615,0.1162,0.0511,0.0011,25.53,23.57,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.206824,-80.662393,2023-03-24,17RNH,0.0091,0.0171,0.0493,0.0352,0.2884,0.1232,0.0534,0.001,24.52,22.61,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.206824,-80.662393,2023-04-01,17RNH,0.0069,0.0162,0.0483,0.0354,0.2793,0.1239,0.0535,0.0004,24.82,22.88,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.206824,-80.662393,2023-04-09,17RNH,0.4651,0.4736,0.4795,0.4707,0.5137,0.4378,0.3447,0.0009,15.37,14.47,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.206824,-80.662393,2023-04-17,17RNH,0.0218,0.035,0.0733,0.0605,0.1901,0.1273,0.0935,0.0044,15.68,13.75,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.206824,-80.662393,2023-04-25,17RNH,0.4929,0.4939,0.4821,0.4767,0.5227,0.3938,0.3255,0.0268,-8.44,-8.91,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.206829,-80.679258,2023-03-08,17RNH,0.0099,0.0175,0.0412,0.0319,0.2119,0.076,0.0326,0.0006,25.52,23.28,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.206829,-80.679258,2023-03-24,17RNH,0.0095,0.0158,0.0427,0.0303,0.2472,0.0844,0.0354,0.0011,24.78,22.62,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.206829,-80.679258,2023-04-01,17RNH,0.0054,0.0126,0.0413,0.0288,0.2454,0.0873,0.0366,0.0007,24.98,22.99,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.206829,-80.679258,2023-04-09,17RNH,0.0135,0.0173,0.0563,0.0455,0.2904,0.1214,0.0634,0.0008,21.26,18.56,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.206829,-80.679258,2023-04-17,17RNH,0.022,0.0428,0.0917,0.0823,0.2539,0.1339,0.0889,0.0048,14.41,12.54,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.206829,-80.679258,2023-04-25,17RNH,0.3495,0.339,0.3795,0.3696,0.4344,0.3581,0.3098,0.0337,-7.31,-8.47,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.20689,-80.64321,2023-03-08,17RNH,0.0004,0.011,0.0341,0.0256,0.1592,0.0639,0.0293,0.0011,24.77,22.83,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.20689,-80.64321,2023-03-24,17RNH,0.0566,0.0828,0.1211,0.1172,0.2265,0.1522,0.1178,0.0014,18.4,17.47,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.20689,-80.64321,2023-04-01,17RNH,0.0018,0.0119,0.0381,0.0294,0.1899,0.0836,0.0374,0.0011,24.15,22.3,196.0,0b11000100,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,"Reserved, but not used"
25.20689,-80.64321,2023-04-09,17RNH,0.001,0.0088,0.0331,0.0238,0.1902,0.0757,0.0331,0.0008,23.43,20.8,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
