Latitude,Longitude,Date,HLS_Tile,HLSS30_020_B01,HLSS30_020_B02,HLSS30_020_B03,HLSS30_020_B04,HLSS30_020_B05,HLSS30_020_B06,HLSS30_020_B07,HLSS30_020_B08,HLSS30_020_B09,HLSS30_020_B10,HLSS30_020_B11,HLSS30_020_B12,HLSS30_020_B8A,HLSS30_020_Fmask,HLSS30_020_Fmask_bitmask,HLSS30_020_Fmask_Aerosol_level,HLSS30_020_Fmask_Aerosol_level_Description,HLSS30_020_Fmask_Water,HLSS30_020_Fmask_Water_Description,HLSS30_020_Fmask_Snow/ice,HLSS30_020_Fmask_Snow/ice_Description,HLSS30_020_Fmask_Cloud_shadow,HLSS30_020_Fmask_Cloud_shadow_Description,HLSS30_020_Fmask_Adjacent_to_cloud/shadow,HLSS30_020_Fmask_Adjacent_to_cloud/shadow_Description,HLSS30_020_Fmask_Cloud,HLSS30_020_Fmask_Cloud_Description,"HLSS30_020_Fmask_Cirrus_/_Reserved,_but_not_used","HLSS30_020_Fmask_Cirrus_/_Reserved,_but_not_used_Description"
25.190526,-80.656996,2023-03-01,17RNH,0.0061,0.0088,0.0293,0.0167,0.0545,0.1453,0.1761,0.1936,0.0468,0.0007,0.0805,0.0337,0.2077,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.190526,-80.656996,2023-03-06,17RNH,0.0038,0.0075,0.0301,0.017,0.0564,0.1501,0.1849,0.1924,0.0116,0.0009,0.0843,0.0333,0.2135,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.190526,-80.656996,2023-03-11,17RNH,0.0068,0.01,0.0319,0.018,0.0558,0.1551,0.1915,0.2054,0.0096,0.0008,0.0904,0.0377,0.2222,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.190526,-80.656996,2023-03-16,17RNH,0.0035,0.0074,0.0296,0.0179,0.0599,0.147,0.1768,0.191,0.0382,0.0009,0.0798,0.034,0.2032,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.190526,-80.656996,2023-03-21,17RNH,0.2932,0.2697,0.2827,0.2673,0.2891,0.3287,0.3454,0.3513,0.1065,0.0023,0.3261,0.2819,0.3574,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.190526,-80.656996,2023-03-26,17RNH,0.1562,0.1796,0.2053,0.1868,0.2109,0.2739,0.3014,0.2927,0.0412,0.001,0.2271,0.1774,0.3227,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.190526,-80.656996,2023-03-31,17RNH,0.0087,0.0101,0.033,0.019,0.0569,0.1534,0.1944,0.2025,0.0005,0.0007,0.0913,0.0384,0.2225,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.190526,-80.656996,2023-04-05,17RNH,0.0085,0.0091,0.0332,0.0213,0.0631,0.1611,0.196,0.202,0.0099,0.0006,0.099,0.0402,0.2245,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.190526,-80.656996,2023-04-10,17RNH,0.0287,0.0331,0.0787,0.0625,0.0859,0.1564,0.1891,0.1896,-0.0113,0.0085,0.1541,0.1074,0.2136,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.190526,-80.656996,2023-04-15,17RNH,0.0086,0.0089,0.0297,0.0166,0.0553,0.1461,0.1766,0.1828,-0.0076,0.0006,0.0805,0.0316,0.2012,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.190526,-80.656996,2023-04-20,17RNH,0.0068,0.01,0.0316,0.0185,0.0554,0.1424,0.1776,0.185,0.0033,0.0009,0.0794,0.0353,0.1966,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.190526,-80.656996,2023-04-25,17RNH,0.1514,0.1899,0.1834,0.1737,0.1963,0.2376,0.2635,0.2658,0.101,0.0138,0.2276,0.1943,0.2828,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.190526,-80.656996,2023-04-30,17RNH,0.0012,0.0541,0.0755,0.0231,0.0442,0.1322,0.1813,0.19,-0.0276,0.0261,0.0866,0.0426,0.212,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.192798,-80.655441,2023-03-01,17RNH,0.0057,0.0076,0.0272,0.0146,0.0512,0.1356,0.1659,0.1721,0.0425,0.0006,0.067,0.0272,0.1871,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.192798,-80.655441,2023-03-06,17RNH,0.0049,0.0063,0.0275,0.0153,0.0536,0.1415,0.1732,0.1714,0.0098,0.0009,0.0744,0.0273,0.1969,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.192798,-80.655441,2023-03-11,17RNH,0.0067,0.0086,0.0299,0.0172,0.055,0.1486,0.1815,0.1853,0.008,0.0007,0.0784,0.0315,0.2064,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.192798,-80.655441,2023-03-16,17RNH,0.0049,0.0058,0.0275,0.017,0.0574,0.1363,0.1649,0.1652,0.0376,0.0007,0.0713,0.0291,0.1837,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.192798,-80.655441,2023-03-21,17RNH,0.5481,0.4812,0.5104,0.5076,0.5317,0.5571,0.5741,0.5449,0.2235,0.0031,0.5289,0.4668,0.5857,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.192798,-80.655441,2023-03-26,17RNH,0.3899,0.3459,0.3745,0.3695,0.3932,0.4328,0.4551,0.4202,0.1327,0.0012,0.3729,0.2965,0.4721,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.192798,-80.655441,2023-03-31,17RNH,0.0084,0.0089,0.0304,0.0171,0.0565,0.146,0.1788,0.1772,0.0004,0.0006,0.076,0.0312,0.2031,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.192798,-80.655441,2023-04-05,17RNH,0.0091,0.0083,0.0307,0.0194,0.0616,0.1492,0.1763,0.1797,0.008,0.0008,0.0847,0.0335,0.2038,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.192798,-80.655441,2023-04-10,17RNH,0.0442,0.0376,0.0814,0.0734,0.0972,0.1598,0.1906,0.1861,0.01,0.0103,0.1596,0.136,0.2146,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.192798,-80.655441,2023-04-15,17RNH,0.0083,0.0066,0.0275,0.0156,0.053,0.1345,0.1623,0.1601,-0.0039,0.0008,0.0772,0.0299,0.1847,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.192798,-80.655441,2023-04-20,17RNH,0.0089,0.0085,0.0296,0.0169,0.055,0.1358,0.1634,0.1622,0.0057,0.001,0.073,0.031,0.1797,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.192798,-80.655441,2023-04-25,17RNH,0.1934,0.1764,0.2096,0.2113,0.2331,0.2713,0.2938,0.2698,0.1174,0.0179,0.2579,0.2302,0.309,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.192798,-80.655441,2023-04-30,17RNH,0.003,0.0206,0.034,0.0197,0.0528,0.1285,0.1754,0.1646,-0.0196,0.0157,0.0823,0.0432,0.1963,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-03-01,17RNH,0.0069,0.0133,0.0395,0.0209,0.0676,0.1967,0.243,0.2509,0.0858,0.0007,0.1266,0.0538,0.2821,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-03-06,17RNH,0.0079,0.0135,0.0411,0.0228,0.0693,0.1945,0.2378,0.2378,0.0343,0.0007,0.1252,0.0522,0.2767,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-03-11,17RNH,0.0074,0.0159,0.045,0.0266,0.0735,0.2034,0.2527,0.2562,0.0321,0.0007,0.1425,0.0607,0.2941,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-03-16,17RNH,0.0093,0.0151,0.041,0.0275,0.0753,0.1911,0.2291,0.233,0.0735,0.0008,0.1295,0.0589,0.2681,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-03-21,17RNH,0.3307,0.3382,0.3478,0.3295,0.3466,0.376,0.3914,0.3935,0.1117,0.0021,0.3567,0.3145,0.3992,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-03-26,17RNH,-0.0254,-0.0073,0.0361,0.0246,0.0866,0.232,0.2864,0.2775,0.0307,0.0008,0.1657,0.0771,0.3302,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-03-31,17RNH,0.0103,0.0187,0.0473,0.0326,0.077,0.1894,0.2339,0.2326,0.0223,0.0008,0.1499,0.0685,0.2688,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-04-05,17RNH,0.0119,0.0201,0.0483,0.0346,0.0829,0.1891,0.2296,0.2254,0.0305,0.0008,0.1521,0.0704,0.266,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-04-10,17RNH,0.0489,0.0441,0.0891,0.0673,0.0918,0.1539,0.1843,0.1916,0.0077,0.0139,0.1548,0.1223,0.2115,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-04-15,17RNH,0.0122,0.0192,0.0473,0.0328,0.0783,0.1862,0.2238,0.2178,0.015,0.0008,0.1481,0.0695,0.2613,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-04-20,17RNH,0.0145,0.0223,0.0504,0.0374,0.0807,0.18,0.2197,0.219,0.0268,0.0009,0.155,0.0772,0.2538,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-04-25,17RNH,0.0845,0.1028,0.1464,0.1213,0.1493,0.2135,0.2455,0.2343,0.0468,0.0145,0.194,0.1636,0.2691,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.193527,-80.650005,2023-04-30,17RNH,-0.0188,0.0272,0.0507,0.0304,0.0706,0.1679,0.2187,0.2037,-0.0274,0.0179,0.106,0.0485,0.2485,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-03-01,17RNH,0.0103,0.0118,0.0331,0.022,0.0631,0.1486,0.1767,0.1859,0.0553,0.0007,0.0984,0.0457,0.208,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-03-06,17RNH,0.0098,0.0113,0.0334,0.0231,0.0627,0.1512,0.1812,0.183,0.0164,0.0008,0.1029,0.045,0.2098,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-03-11,17RNH,0.0121,0.0135,0.0361,0.0243,0.0654,0.1565,0.1921,0.1971,0.017,0.0009,0.1115,0.0498,0.2257,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-03-16,17RNH,0.0098,0.012,0.0355,0.0261,0.0703,0.1552,0.1818,0.188,0.0467,0.0008,0.1078,0.0505,0.212,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-03-21,17RNH,0.6853,0.6508,0.6728,0.6635,0.6864,0.706,0.7197,0.7066,0.2727,0.0034,0.6109,0.4862,0.7263,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-03-26,17RNH,0.0109,0.0107,0.0361,0.0246,0.0764,0.1859,0.2272,0.2272,0.0118,0.0009,0.1297,0.056,0.2654,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-03-31,17RNH,0.0129,0.0183,0.0396,0.0276,0.0674,0.1592,0.197,0.2004,0.0047,0.0043,0.117,0.0532,0.2299,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-04-05,17RNH,0.0132,0.0134,0.0382,0.0273,0.0721,0.1648,0.1962,0.1981,0.0178,0.0008,0.1227,0.0544,0.2301,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-04-10,17RNH,0.0727,0.0946,0.1462,0.1529,0.1872,0.2466,0.2735,0.283,0.0728,0.0126,0.2473,0.2188,0.2967,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-04-15,17RNH,0.0124,0.0128,0.0366,0.0262,0.0694,0.1591,0.1888,0.1883,0.0029,0.0008,0.1185,0.0537,0.2204,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-04-20,17RNH,0.0121,0.0138,0.0369,0.0262,0.068,0.1537,0.1869,0.1893,0.0099,0.001,0.1127,0.0528,0.2151,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-04-25,17RNH,0.1172,0.1086,0.1552,0.168,0.1907,0.2347,0.2596,0.2445,0.0856,0.0138,0.2273,0.1884,0.283,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.194931,-80.6656,2023-04-30,17RNH,0.0022,0.0378,0.0573,0.018,0.0506,0.1402,0.1897,0.1962,-0.0361,0.0219,0.1121,0.0528,0.2337,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-03-01,17RNH,0.0074,0.0106,0.034,0.0189,0.0631,0.1708,0.2072,0.2225,0.0614,0.0008,0.093,0.0401,0.2376,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-03-06,17RNH,0.0077,0.0095,0.0332,0.0188,0.0638,0.174,0.2109,0.2173,0.0212,0.0007,0.0947,0.0371,0.2427,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-03-11,17RNH,0.0092,0.0118,0.0366,0.0213,0.066,0.1822,0.2256,0.2366,0.0212,0.0008,0.105,0.044,0.2607,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-03-16,17RNH,0.008,0.0101,0.0356,0.021,0.0682,0.1769,0.2084,0.2179,0.0502,0.0007,0.0953,0.0405,0.2397,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-03-21,17RNH,0.4637,0.4424,0.4703,0.4625,0.4748,0.5012,0.5152,0.5105,0.1777,0.0028,0.4557,0.3774,0.5191,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-03-26,17RNH,0.3298,0.4417,0.4697,0.4532,0.4621,0.4942,0.5039,0.5245,0.1084,0.0013,0.4112,0.2979,0.51,66.0,0b01000010,0b01,Low aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-03-31,17RNH,0.0091,0.0121,0.0376,0.022,0.0668,0.1823,0.2252,0.2312,0.0116,0.0007,0.1057,0.0457,0.2575,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-04-05,17RNH,0.0112,0.0116,0.037,0.023,0.0716,0.185,0.2215,0.2277,0.0214,0.0007,0.1104,0.0455,0.2534,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-04-10,17RNH,0.1213,0.1356,0.1641,0.1449,0.1652,0.2103,0.2387,0.24,0.0018,0.0223,0.2027,0.1614,0.2576,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-04-15,17RNH,0.0117,0.0115,0.036,0.0225,0.0669,0.171,0.2046,0.21,0.0088,0.0006,0.107,0.0449,0.2379,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-04-20,17RNH,0.0116,0.0138,0.0388,0.0235,0.0678,0.1733,0.209,0.2187,0.0155,0.0008,0.1054,0.0465,0.2405,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-04-25,17RNH,0.1484,0.2068,0.2264,0.2025,0.2191,0.2599,0.2835,0.2909,0.0952,0.0171,0.2481,0.2191,0.2974,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.196236,-80.654101,2023-04-30,17RNH,0.0103,0.0114,0.0439,0.0231,0.0624,0.1552,0.2053,0.1926,-0.0197,0.0197,0.1023,0.0572,0.2357,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-03-01,17RNH,0.005,0.0093,0.0331,0.019,0.061,0.1687,0.2076,0.2155,0.0558,0.0007,0.09,0.0387,0.2376,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-03-06,17RNH,0.0052,0.0089,0.0332,0.018,0.0618,0.1727,0.2078,0.2081,0.0194,0.0007,0.0881,0.0345,0.2385,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-03-11,17RNH,0.0047,0.0069,0.0336,0.0183,0.0614,0.1803,0.2257,0.2293,0.0164,0.0007,0.0906,0.0387,0.2579,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-03-16,17RNH,0.0045,0.0091,0.0326,0.0193,0.0643,0.1733,0.206,0.2108,0.0459,0.0008,0.0833,0.0357,0.2334,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-03-21,17RNH,0.4881,0.4494,0.4608,0.4462,0.4702,0.4925,0.5077,0.5026,0.1731,0.0028,0.4607,0.3775,0.5139,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-03-26,17RNH,0.1283,0.1218,0.1802,0.1926,0.22,0.284,0.3121,0.2624,0.0351,0.001,0.2243,0.176,0.3288,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-03-31,17RNH,0.0059,0.0099,0.036,0.0216,0.0649,0.1807,0.2241,0.2247,0.0131,0.0007,0.1,0.0421,0.2555,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-04-05,17RNH,0.0069,0.0091,0.0358,0.0224,0.0697,0.1847,0.2223,0.2243,0.0227,0.0008,0.1049,0.0427,0.2553,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-04-10,17RNH,-0.0053,0.0346,0.0597,0.0407,0.0652,0.1308,0.1613,0.1687,-0.0286,0.0055,0.1183,0.0832,0.1798,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-04-15,17RNH,0.0077,0.01,0.0336,0.0194,0.0618,0.1715,0.2063,0.2035,0.0029,0.0007,0.0888,0.0357,0.2371,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-04-20,17RNH,0.0058,0.0096,0.035,0.0215,0.0645,0.1701,0.2083,0.2105,0.0157,0.0008,0.0969,0.0432,0.2367,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-04-25,17RNH,0.104,0.0422,0.1149,0.1272,0.1567,0.2181,0.2502,0.2349,0.0733,0.0094,0.2096,0.1975,0.2744,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.196921,-80.648446,2023-04-30,17RNH,0.0023,-0.0518,-0.0007,0.0092,0.0532,0.1501,0.2073,0.1544,0.0302,0.0112,0.0943,0.0679,0.2339,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.197362,-80.633879,2023-03-01,17RNH,0.0,0.003,0.0314,0.0113,0.0618,0.2127,0.2617,0.2732,0.0696,0.0007,0.0801,0.028,0.2922,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.197362,-80.633879,2023-03-06,17RNH,0.0005,0.0036,0.0321,0.0114,0.0635,0.2121,0.2597,0.2629,0.028,0.0007,0.0813,0.0278,0.2918,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.197362,-80.633879,2023-03-11,17RNH,0.18,0.1184,0.1659,0.1421,0.1638,0.2199,0.2473,0.2362,0.0449,0.0009,0.1797,0.1492,0.2652,130.0,0b10000010,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.197362,-80.633879,2023-03-16,17RNH,0.0024,0.0052,0.0334,0.0132,0.0679,0.2142,0.2576,0.2675,0.0564,0.0007,0.0743,0.0272,0.2882,128.0,0b10000000,0b10,Moderate aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.197362,-80.633879,2023-03-21,17RNH,0.1776,0.1761,0.1763,0.1515,0.1729,0.2153,0.2387,0.2525,0.0507,0.0017,0.2152,0.1842,0.2508,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
25.197362,-80.633879,2023-03-26,17RNH,-0.004,-0.0019,0.0293,0.0093,0.062,0.2195,0.2654,0.2504,0.0219,0.0006,0.0755,0.0279,0.2971,200.0,0b11001000,0b11,High aerosol,0b0,No,0b0,No,0b1,Yes,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.197362,-80.633879,2023-03-31,17RNH,0.003,0.0064,0.0374,0.0139,0.0663,0.2239,0.2779,0.284,0.0205,0.0005,0.0842,0.0302,0.3104,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.197362,-80.633879,2023-04-05,17RNH,0.0038,0.0051,0.0369,0.0141,0.0707,0.2283,0.2734,0.2792,0.0295,0.001,0.091,0.0331,0.3069,192.0,0b11000000,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b0,No,0b0,"Reserved, but not used"
25.197362,-80.633879,2023-04-10,17RNH,-0.0076,0.013,0.0404,0.0137,0.0571,0.1828,0.2244,0.2304,-0.0093,0.0089,0.0725,0.0403,0.2523,194.0,0b11000010,0b11,High aerosol,0b0,No,0b0,No,0b0,No,0b0,No,0b1,Yes,0b0,"Reserved, but not used"
